,name,map_url,img_url,rating,total_review,address,city,category,about,keyword_category,latitude,longitude,id
29,HOLEO Golf & Museum,https://www.google.com/maps/place/HOLEO+Golf+%26+Museum/data=!4m7!3m6!1s0x2e69f70376e28fbf:0xa3b119a4703565b1!8m2!3d-6.1783645!4d106.8105113!16s%2Fg%2F11t5_y7lfc!19sChIJv4_idgP3aS4RsWU1cKQZsaM?authuser=0&hl=id&rclk=1,https://lh5.googleusercontent.com/p/AF1QipO5C2lf6omzrhoQXlP0muYygsNIyjlDM70mjetV=w408-h544-k-no,4.9,827.0,"Jl. Cilamaya No.3, Cideng, Kecamatan Gambir, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10150, Indonesia",Kota Jakarta Pusat,"{""golf_mini"": ""73"", ""seru"": ""39"", ""kesenangan"": ""34"", ""bermain"": ""18"", ""tote_bag"": ""17"", ""konsepnya"": ""17"", ""kanvas"": ""14"", ""kegiatan"": ""14"", ""pacar"": ""8"", ""tema"": ""8""}","{""fasilitas"": ""cocok untuk anak-anak, restoran, toilet, wi-fi, wi-fi gratis"", ""tipe_pengunjung"": ""ramah keluarga""}",['kegiatan'],-6.17836,106.811,29
30,PARC 19,https://www.google.com/maps/place/PARC+19/data=!4m7!3m6!1s0x2e69f1791e531e63:0x6670f7151900ccfb!8m2!3d-6.2559696!4d106.8103119!16s%2Fg%2F12lk75q68!19sChIJYx5THnnxaS4R-8wAGRX3cGY?authuser=0&hl=id&rclk=1,https://lh5.googleusercontent.com/p/AF1QipPMbXSD1WCdGVGhYtmNWlMUt62EnUodnUX9JgJS=w460-h240-k-no,4.4,877.0,"19, Jl. Taman Kemang No.19, Daerah Khusus Ibukota Jakarta 11180",Kota Jakarta Selatan,"{""konser"": ""29"", ""malam"": ""16"", ""parkir"": ""11"", ""ambient"": ""10"", ""minuman_beralkohol"": ""10"", ""luas"": ""8"", ""dj"": ""7"", ""sore"": ""6"", ""toilet"": ""5"", ""sajian"": ""5""}","{""description"": ""suasana restoran bernuansa minimalis dan menyajikan menu makanan khas asia, italia, meksiko dan perancis."", ""opsi_layanan"": ""antar tanpa bertemu, bawa pulang, makan di tempat"", ""No opsi_layanan"": ""pesan antar"", ""keunggulan"": ""musik live, pertunjukan live"", ""No aksesibilitas"": ""dukungan instalasi bantu dengar, kursi khusus pengguna kursi roda, tempat parkir khusus pengguna kursi roda, toilet khusus pengguna kursi roda"", ""penawaran"": ""hidangan larut malam, kopi, makanan happy hour, menu untuk anak-anak"", ""pilihan_makan"": ""brunch, makan siang, makan malam, hidangan penutup, tempat duduk"", ""fasilitas"": ""kursi tinggi, memiliki bar, toilet"", ""suasana"": ""nyaman, santai"", ""tipe_pengunjung"": ""berkelompok"", ""perencanaan"": ""menerima reservasi"", ""pembayaran"": ""hanya tunai, kartu debit, kartu kredit""}",['tempat makan'],-6.25597,106.81,30
31,Pasar Ikan Pasir 7,https://www.google.com/maps/place/Pasar+Ikan+Pasir+7/data=!4m7!3m6!1s0x2e69ec30f0160955:0x593b2897bdb0d0b!8m2!3d-6.3482667!4d106.8331924!16s%2Fg%2F1hm6dgzks!19sChIJVQkW8DDsaS4RCw3be4mykwU?authuser=0&hl=id&rclk=1,https://lh5.googleusercontent.com/p/AF1QipM7b4ZDLxkRf2mkw6GLL-wAGWhmhy4VMNX6YkIc=w426-h240-k-no,4.0,821.0,"Jl. Raya Lenteng Agung No.77, RT.1/RW.2, Srengseng Sawah, Kec. Jagakarsa, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 10550",Kota Jakarta Selatan,"{""luas"": ""28"", ""ikan_bakar"": ""13"", ""bumbu"": ""13"", ""sambal"": ""10"", ""gurame"": ""9"", ""otak-otak"": ""8"", ""standar"": ""6"", ""pesan"": ""6"", ""ikan_laut"": ""5"", ""lalat"": ""5""}","{""opsi_layanan"": ""tempat duduk di area terbuka, pesan antar, bawa pulang, makan di tempat"", ""No aksesibilitas"": ""kursi khusus pengguna kursi roda, pintu masuk khusus pengguna kursi roda, tempat parkir khusus pengguna kursi roda"", ""penawaran"": ""hidangan larut malam, kopi, makanan halal"", ""pilihan_makan"": ""makan siang, makan malam, katering, tempat duduk"", ""fasilitas"": ""cocok untuk anak-anak, toilet"", ""suasana"": ""nyaman, santai"", ""tipe_pengunjung"": ""berkelompok"", ""perencanaan"": ""menerima reservasi""}",['tempat makan'],-6.34827,106.833,31
32,Penginapan Saudara Satu,https://www.google.com/maps/place/Penginapan+Saudara+Satu/data=!4m7!3m6!1s0x2e6a1f9336cce459:0xc434b06be7a4f9db!8m2!3d-6.1126027!4d106.8964215!16s%2Fg%2F1tvyp1vm!19sChIJWeTMNpMfai4R2_mk52uwNMQ?authuser=0&hl=id&rclk=1,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=mcQU3p9dJN7jPLPaBBkFfQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=173.15634&pitch=0&thumbfov=100,4.1,43.0,"Jl. Sindang No.39, RT.11/RW.7, Koja, Kec. Koja, Jkt Utara, Daerah Khusus Ibukota Jakarta 14220",Kota Jakarta Utara,"{""harga"": ""3""}",{},['penginapan'],-6.1126,106.896,32
33,Pulau Pari,https://www.google.com/maps/place/Pulau+Pari/data=!4m7!3m6!1s0x2e6a098144941dfb:0x8bcd2d9f15d1d467!8m2!3d-5.9074328!4d106.5863989!16s%2Fg%2F120_4kzl!19sChIJ-x2URIEJai4RZ9TRFZ8tzYs?authuser=0&hl=id&rclk=1,https://lh5.googleusercontent.com/p/AF1QipPcjiTeuM_jxYC16cMQRDOeZ3c36Y2EIXR0tOeV=w408-h306-k-no,,,,Kabupaten Kepulauan Seribu,"{""penyu"": ""11"", ""mangrove"": ""8"", ""penangkaran"": ""4"", ""pantainya"": ""3""}",{},['kegiatan'],-5.90743,106.586,33
34,Permai Hotel,https://www.google.com/maps/place/Permai+Hotel/data=!4m10!3m9!1s0x2e6a1feae4a95cdf:0xe5cb9520d1cd1633!5m2!4m1!1i2!8m2!3d-6.1148539!4d106.8920964!16s%2Fg%2F1pztw_dyc!19sChIJ31yp5Oofai4RMxbN0SCVy-U?authuser=0&hl=id&rclk=1,https://lh5.googleusercontent.com/p/AF1QipMzPBWk0DGR_UH31I5cPkDuLG3I5KQP5bRRd6FH=w408-h306-k-no,3.8,430.0,"Jl. Kebon Bawang VII No.13, RT.5/RW.6, Kb. Bawang, Kec. Tj. Priok, Jkt Utara, Daerah Khusus Ibukota Jakarta 14320",Kota Jakarta Utara,{},{},['penginapan'],-6.11485,106.892,34
35,"Yogyakarta,kec.sleman","https://www.google.com/maps/place/Yogyakarta,kec.sleman/data=!4m7!3m6!1s0x2e7a578f6e2e9f59:0x54fd38c330d049db!8m2!3d-7.8153264!4d110.3747299!16s%2Fg%2F11tsvd2pwd!19sChIJWZ8ubo9Xei4R20nQMMM4_VQ?authuser=0&hl=id&rclk=1",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=J1eafVR6Dp1aCElwt0qecA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=302.06467&pitch=0&thumbfov=100,,,"59MF+VV9, Keparakan, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta, Indonesia",Kota Yogyakarta,{},{},,-7.81533,110.375,35
36,Parkiran tingkat,https://www.google.com/maps/place/Parkiran+tingkat/data=!4m7!3m6!1s0x2e69ed573b29cc11:0x23886e3374a46820!8m2!3d-6.3056944!4d106.8203594!16s%2Fg%2F11s7z_8b8c!19sChIJEcwpO1ftaS4RIGikdDNuiCM?authuser=0&hl=id&rclk=1,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Gv1IIoT3aX9KMrURCmwgYA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=59.94465&pitch=0&thumbfov=100,,,"Gg. Gani No.1, RW.4, Ragunan, Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12550",Kota Jakarta Selatan,{},{},['tempat wisata'],-6.30569,106.82,36
37,Angkringan D Dua Pantai sadranan,https://www.google.com/maps/place/Angkringan+D+Dua+Pantai+sadranan/data=!4m7!3m6!1s0x2e7bb75a240ed9a1:0xa2f8dea6171a505!8m2!3d-8.1450199!4d110.6041692!16s%2Fg%2F11bv30k_34!19sChIJodkOJFq3ey4RBaVxYeqNLwo?authuser=0&hl=id&rclk=1,https://lh5.googleusercontent.com/p/AF1QipPw4WB5mK4YijEeMn6UjXhW47-ZO9XxcyGYgMl6=w506-h240-k-no,4.2,22.0,"Dusun Pule Gundes Jl. Krakal Pantai Sadranan, Pule Gundes II, Sidoharjo, Kec. Tepus, Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta 55881",Kabupaten Gunung Kidul,{},"{""description"": ""warung pinggir pantai yang teduh dan simpel menawarkan camilan, hidangan klasik indonesia, dan seafood lokal."", ""opsi_layanan"": ""tempat duduk di area terbuka, makan di tempat"", ""No opsi_layanan"": ""pesan antar, bawa pulang"", ""No aksesibilitas"": ""kursi khusus pengguna kursi roda"", ""penawaran"": ""hidangan larut malam, kopi, makanan halal, menu untuk anak-anak"", ""pilihan_makan"": ""makan siang, makan malam, tempat duduk"", ""fasilitas"": ""cocok untuk anak-anak, toilet"", ""suasana"": ""nyaman, santai"", ""tipe_pengunjung"": ""berkelompok"", ""perencanaan"": ""menerima reservasi"", ""pembayaran"": ""hanya tunai""}","[""kegiatan"", ""tempat makan""]",-8.14502,110.604,37
38,Pasar Mayestik,https://www.google.com/maps/place/Pasar+Mayestik/data=!4m7!3m6!1s0x2e69f114e7cbd12b:0xffe5f79581e7b04!8m2!3d-6.2408434!4d106.7910143!16s%2Fg%2F11r80trsk!19sChIJK9HL5xTxaS4RBHseWHlf_g8?authuser=0&hl=id&rclk=1,https://lh5.googleusercontent.com/p/AF1QipOQ825HyAKd7kytpIoh9FTxp9VY0Iy8-uqAtb9b=w408-h544-k-no,4.5,32961.0,"Jl. Tebah III No.3, Gunung, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12120",Kota Jakarta Selatan,"{""kain"": ""1746"", ""bahan"": ""1097"", ""kebab"": ""226"", ""batik"": ""177"", ""kebaya"": ""151"", ""surga"": ""99"", ""basement"": ""63"", ""eskalator"": ""61"", ""lebaran"": ""21"", ""modiste"": ""10""}","{""description"": ""ribuan kios pedagang memenuhi pasar indoor modern bertingkat 10 ini yang terkenal dengan tekstilnya."", ""opsi_layanan"": ""belanja di toko"", ""aksesibilitas"": ""pintu masuk khusus pengguna kursi roda, tempat parkir khusus pengguna kursi roda"", ""pembayaran"": ""kartu debit""}",['tempat wisata'],-6.24084,106.791,38
39,Kampung Artis,https://www.google.com/maps/place/Kampung+Artis/data=!4m7!3m6!1s0x2e69ed22ea8aabeb:0x721fcb6c6dedc6d9!8m2!3d-6.3295489!4d106.8917593!16s%2Fg%2F1tdhhb5z!19sChIJ66uK6iLtaS4R2cbtbWzLH3I?authuser=0&hl=id&rclk=1,https://lh5.googleusercontent.com/p/AF1QipM75yqhxEejlig-zw1gn0vK4WYyvBmKaRNvYuEJ=w408-h544-k-no,3.9,447.0,"Binamarga Jalan Cipayung Raya, 3 No.2, RT.2/RW.3, Cipayung, Kec. Cipayung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13840",Kota Jakarta Timur,"{""sinetron"": ""7"", ""film"": ""6"", ""rumah"": ""6""}","{""description"": ""kampung dengan bangunan modern & tua yang direkonstruksi serta dipakai sebagai lokasi film & sinetron."", ""fasilitas"": ""cocok untuk anak-anak""}",['tempat wisata'],-6.32955,106.892,39
40,Acala Ayu,https://www.google.com/maps/place/Acala+Ayu/data=!4m7!3m6!1s0x2e7bbbdc298be8b7:0xc6b104da02f59120!8m2!3d-8.1328408!4d110.5515815!16s%2Fg%2F11jvgnf88f!19sChIJt-iLKdy7ey4RIJH1AtoEscY?authuser=0&hl=id&rclk=1,https://lh5.googleusercontent.com/p/AF1QipMNErimuB4_2WyfPnIfrnvDBPT3nDsiZzNoUTas=w427-h240-k-no,4.7,392.0,"Jl. Ke Puncak Tim., Rejosari, Kemadang, Kec. Tanjungsari, Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta 55881",Kabupaten Gunung Kidul,"{""pantai"": ""45"", ""pemandangan"": ""25"", ""menu"": ""12"", ""ombak"": ""10"", ""semut"": ""9"", ""panas"": ""9"", ""konsep"": ""8"", ""staycation"": ""6"", ""masyaallah"": ""6"", ""seafood"": ""6""}",{},['penginapan'],-8.13284,110.552,40
41,Tempat makan kesayangan,https://www.google.com/maps/place/Tempat+makan+kesayangan/data=!4m7!3m6!1s0x2e7a5963a580bed1:0x71a3a5b41eadbfc!8m2!3d-7.765109!4d110.3941822!16s%2Fg%2F11j23n55t3!19sChIJ0b6ApWNZei4R_NvqQVs6Ggc?authuser=0&hl=id&rclk=1,https://lh5.googleusercontent.com/p/AF1QipM1fmf_ivcMi8gtVtDOCufxWEgS4ehKU1q0Fo1p=w408-h544-k-no,,,"Gg. Jemb. Merah III No.154, Soropadan, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",Kabupaten Sleman,{},{},['tempat makan'],-7.76511,110.394,41
42,Taman Kelapa,https://www.google.com/maps/place/Taman+Kelapa/data=!4m7!3m6!1s0x2e698ce9c8935eef:0x1e63d5fb04d342f5!8m2!3d-6.240906!4d106.9369118!16s%2Fg%2F11cn6kn6__!19sChIJ716TyOmMaS4R9ULTBPvVYx4?authuser=0&hl=id&rclk=1,https://lh5.googleusercontent.com/p/AF1QipOk80erTCHmIk59Arql8rfom4XuafNKcChyRV8=w408-h306-k-no,4.4,524.0,"Jl. Palem Indah No.16, RT.16/RW.2, Pd. Klp., Kec. Duren Sawit, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13450",Kota Jakarta Timur,"{""anak"": ""57"", ""bermain"": ""33"", ""sore"": ""24"", ""olahraga"": ""16"", ""kolam_renang"": ""11"", ""pagi"": ""9"", ""ayunan"": ""8"", ""luas"": ""7"", ""alat"": ""6"", ""sampah"": ""5""}","{""aksesibilitas"": ""pintu masuk khusus pengguna kursi roda"", ""fasilitas"": ""ayunan, cocok untuk anak-anak, perosotan""}","[""tempat wisata"", ""kegiatan""]",-6.24091,106.937,42
43,Angkringan Kulon Progo,https://www.google.com/maps/place/Angkringan+Kulon+Progo/data=!4m7!3m6!1s0x2e6989df2f462ef9:0x8a35906903d6b36a!8m2!3d-6.2020391!4d107.0737084!16s%2Fg%2F11qmt1gys3!19sChIJ-S5GL9-JaS4RarPWA2mQNYo?authuser=0&hl=id&rclk=1,https://lh5.googleusercontent.com/p/AF1QipPqUgCe0PD7-eB7YqfgYts3-AOe37zcJ992vRpJ=w408-h544-k-no,5.0,3.0,"Perumahan green de jalen, Jl. Anggrek No.14, Jejalenjaya, Kec. Tambun Utara, Kabupaten Bekasi, Jawa Barat 17510",Kabupaten Kulon Progo,{},"{""opsi_layanan"": ""bawa pulang, makan di tempat"", ""penawaran"": ""kopi""}",['tempat makan'],-6.20204,107.074,43
44,Kampung Kecil Kosambi,https://www.google.com/maps/place/Kampung+Kecil+Kosambi/data=!4m7!3m6!1s0x2e69f7d9eb434c19:0xb084951932e4060a!8m2!3d-6.1671294!4d106.7235725!16s%2Fg%2F11p0wrsrqx!19sChIJGUxD69n3aS4RCgbkMhmVhLA?authuser=0&hl=id&rclk=1,https://lh5.googleusercontent.com/p/AF1QipPgDWH_C1aNAvxgrfvrScIQe-HF2og6CI9kJ7Tv=w408-h306-k-no,4.5,2561.0,"Jl. Raya Duri Kosambi No.09, RW.1, Duri Kosambi, Kecamatan Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11750",Kota Jakarta Utara,"{""standar"": ""43"", ""kolam_ikan"": ""37"", ""pesan"": ""31"", ""gurame"": ""22"", ""makan_bersama"": ""15"", ""sayur_asem"": ""10"", ""relatif"": ""9"", ""karedok"": ""6"", ""kangkung"": ""6"", ""masakan_sunda"": ""5""}","{""opsi_layanan"": ""tempat duduk di area terbuka, antar tanpa bertemu, pesan antar, bawa pulang, makan di tempat"", ""penawaran"": ""kopi, makanan halal, menu untuk anak-anak, pilihan menu vegetarian, varian menu vegan"", ""pilihan_makan"": ""sarapan, brunch, makan siang, makan malam, katering, hidangan penutup, tempat duduk"", ""fasilitas"": ""cocok untuk anak-anak, toilet"", ""suasana"": ""nyaman, santai"", ""tipe_pengunjung"": ""berkelompok"", ""perencanaan"": ""menerima reservasi"", ""pembayaran"": ""kartu debit""}",['tempat makan'],-6.16713,106.724,44
45,Mercure Jakarta Batavia,https://www.google.com/maps/place/Mercure+Jakarta+Batavia/data=!4m10!3m9!1s0x2e6a1df916f0d803:0xbc795fa4b7a62621!5m2!4m1!1i2!8m2!3d-6.1324897!4d106.8100186!16s%2Fg%2F1twt3zwz!19sChIJA9jwFvkdai4RISamt6Rfebw?authuser=0&hl=id&rclk=1,https://lh3.googleusercontent.com/gps-proxy/AE4_-5FeQxVQkVGgYAeH3BvccR9RLFp1_lWZKg79uOgLfyz4v7lhR33WX6N4eQ5ZUc507Kr4lJhGxJemAxN7u9gmWlHAHLXWW-a4YO0nG4anm6lA5qmVT_l2v_Os1US_Ua4Za7Y9LKekncwmxl-_bA1FhI5s67HvaDeTsYpiTPp0tkLA786o3htZ7FA=w408-h334-k-no,4.6,3000.0,"Jl. Kali Besar Barat No.44 46, RW.3, Roa Malaka, Kec. Tambora, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11230, Indonesia",Kota Jakarta Barat,{},{},['kegiatan'],-6.13249,106.81,45
46,PT Centrin Online Prima,https://www.google.com/maps/place/PT+Centrin+Online+Prima/data=!4m7!3m6!1s0x2e69f6aab7faaaab:0x47d4770fb29db512!8m2!3d-6.2199965!4d106.8143414!16s%2Fg%2F1tgmmtkb!19sChIJq6r6t6r2aS4RErWdsg931Ec?authuser=0&hl=id&rclk=1,https://lh5.googleusercontent.com/p/AF1QipM90MPhKimDfcsgHgJNgvj5ym3W83e7VZVkXquv=w408-h725-k-no,4.3,213.0,"Plaza Sentral Lantai 21, Jl. Jenderal Sudirman, RT.5/RW.4, Karet Semanggi, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12930, Indonesia",Kabupaten Kepulauan Seribu,"{""harga"": ""19"", ""teknisi"": ""14"", ""email"": ""7"", ""minggu"": ""6"", ""solusi"": ""6"", ""kantor"": ""6"", ""marketing"": ""5"", ""promo"": ""5"", ""wfh"": ""5"", ""after_sales"": ""3""}",{},['kegiatan'],-6.22,106.814,46
47,Taman Komp.Kejagung,https://www.google.com/maps/place/Taman+Komp.Kejagung/data=!4m7!3m6!1s0x2e69f214834b8c55:0xb868d1fb3a9273c6!8m2!3d-6.2829848!4d106.8392083!16s%2Fg%2F11c3292ddm!19sChIJVYxLgxTyaS4RxnOSOvvRaLg?authuser=0&hl=id&rclk=1,https://lh5.googleusercontent.com/p/AF1QipPRc0dOJee8ZhMRe8DhsZ55DgaZp5S3aaTX6t5z=w408-h544-k-no,4.3,17.0,"Jl. Komp. Kejaksaan Agung No.17, RT.10/RW.3, Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12520",Kota Jakarta Selatan,{},"{""fasilitas"": ""cocok untuk anak-anak""}",['tempat wisata'],-6.28298,106.839,47
48,Mandarin Oriental Jakarta,https://www.google.com/maps/place/Mandarin+Oriental+Jakarta/data=!4m10!3m9!1s0x2e69f421f44afe2f:0x6af3b8e40e924d17!5m2!4m1!1i2!8m2!3d-6.1961573!4d106.8235537!16s%2Fg%2F1vbbczq4!19sChIJL_5K9CH0aS4RF02SDuS482o?authuser=0&hl=id&rclk=1,https://lh3.googleusercontent.com/gps-proxy/AE4_-5HnKzMEvb2s9vkWWxoil3wESZ1bUz7DRI-p5iPYLFQXxPp60x5jiV35kW8DOTOFKAVM4ZnsVMx2mBKGaTHiUrlWRymxHMLymxC03RKPOci3ZXFCYwcCrpv0KaY3bXkUp_a91RHwG2nzR8XmUfJqB5QhnhmyioY2ihmTrXImaUYl3ZnHQ7ZuIsY6=w408-h256-k-no,4.7,7393.0,"Jl. M.H. Thamrin, Menteng, Kec. Menteng, Jakarta, Daerah Khusus Ibukota Jakarta 10310, Indonesia",Kabupaten Kepulauan Seribu,{},{},['kegiatan'],-6.19616,106.824,48
49,Batik Adiningrat,https://www.google.com/maps/place/Batik+Adiningrat/data=!4m7!3m6!1s0x2e7a58263b3bd243:0xaa74eb5e7f209423!8m2!3d-7.793926!4d110.365509!16s%2Fg%2F1hdzz_3tg!19sChIJQ9I7OyZYei4RI5Qgf17rdKo?authuser=0&hl=id&rclk=1,https://lh5.googleusercontent.com/p/AF1QipMFu3YMNQkg3NZBtx5n_lsn1MLx1aWbWv9KnFNg=w408-h544-k-no,4.5,328.0,"Jl. Malioboro No.75, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271, Indonesia",Kota Yogyakarta,"{""harga"": ""33"", ""model"": ""12"", ""motif"": ""9"", ""cafe"": ""6"", ""bahan"": ""5"", ""pasaran"": ""4"", ""desain"": ""4"", ""merk"": ""4"", ""lantai"": ""3"", ""kantong"": ""3""}","{""opsi_layanan"": ""pesan antar, ambil di toko, belanja di toko"", ""pembayaran"": ""kartu debit, kartu kredit""}",['kegiatan'],-7.79393,110.366,49
50,Pulau Ayer Wisata Pulau Seribu,https://www.google.com/maps/place/Pulau+Ayer+Wisata+Pulau+Seribu/data=!4m10!3m9!1s0x2e6a1a5aa4820bbd:0xd0a1ce7c737361b3!5m2!4m1!1i2!8m2!3d-6.0039763!4d106.7813359!16s%2Fg%2F11g8_z1ffh!19sChIJvQuCpFoaai4Rs2Fzc3zOodA?authuser=0&hl=id&rclk=1,https://lh5.googleusercontent.com/p/AF1QipMoW3NfDPrJmHpY0WRsaFFm1F6wL2lbYBNjBedN=w408-h306-k-no,4.7,26.0,"XQWJ+CG4, Pulau Ayer, Untung jawa, Untungjawa Island, South Kepulauan Seribu, Kepulauan Seribu Regency, Jakarta, Indonesia",Kabupaten Kepulauan Seribu,{},{},['penginapan'],-6.00398,106.781,50
51,Kampung Kemang,https://www.google.com/maps/place/Kampung+Kemang/data=!4m7!3m6!1s0x2e69f1804e9e10d3:0xcedee4ca0b54a3cb!8m2!3d-6.2587483!4d106.8151557!16s%2Fg%2F1ptyrwf0z!19sChIJ0xCeToDxaS4Ry6NUC8rk3s4?authuser=0&hl=id&rclk=1,https://lh5.googleusercontent.com/p/AF1QipMRtTmBRV51UwRco7XDO7G6AuODMoP-DFt1Ukrd=w408-h724-k-no,4.2,1051.0,"Jl. Kemang Raya. 18, Jl. Kemang Raya No.18, RW.5, Bangka, Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12730",Kota Jakarta Selatan,"{""parkir"": ""38"", ""luas"": ""20"", ""kopi"": ""12"", ""shisha"": ""11"", ""music"": ""11"", ""santai"": ""8"", ""strategis"": ""8"", ""standar"": ""6"", ""motor"": ""6"", ""toilet"": ""6""}","{""description"": ""menyediakan menu makanan, minuman dan cemilan yg lengkap. suasana nyaman dan buka hingga larut malam."", ""opsi_layanan"": ""ambil di tepi jalan, antar tanpa bertemu, pesan antar, bawa pulang, makan di tempat"", ""penawaran"": ""alkohol, bir, kopi, makanan halal"", ""pilihan_makan"": ""makan siang, makan malam, hidangan penutup"", ""fasilitas"": ""cocok untuk anak-anak, toilet"", ""suasana"": ""nyaman, santai"", ""tipe_pengunjung"": ""berkelompok, ramah keluarga"", ""pembayaran"": ""kartu debit, kartu kredit""}",['tempat makan'],-6.25875,106.815,51
52,Ayam Goreng Pak Parman,https://www.google.com/maps/place/Ayam+Goreng+Pak+Parman/data=!4m7!3m6!1s0x2e7a4cd1e34b77c1:0x76c69f16715b14c!8m2!3d-7.9442767!4d110.5809791!16s%2Fg%2F1pzpngh2q!19sChIJwXdL49FMei4RTLEVZ_FpbAc?authuser=0&hl=id&rclk=1,https://lh5.googleusercontent.com/p/AF1QipMh22iss-tfiOnug6QbDDEozZIyonXxfR2xlhWf=w427-h240-k-no,4.2,1018.0,"Jl. Wonosari-Jogja No.Km 3,5, Siyono Tengah, Logandeng, Kec. Playen, Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta 55861",Kabupaten Gunung Kidul,"{""luas"": ""75"", ""gurih"": ""36"", ""parkir"": ""36"", ""empuk"": ""32"", ""bumbunya"": ""20"", ""ayam_kampung"": ""13"", ""orang"": ""13"", ""ayam_kremes"": ""9"", ""standar"": ""9"", ""strategis"": ""8""}","{""opsi_layanan"": ""pesan antar, bawa pulang, makan di tempat"", ""No aksesibilitas"": ""kursi khusus pengguna kursi roda, tempat parkir khusus pengguna kursi roda"", ""penawaran"": ""kopi, makanan halal, menu untuk anak-anak"", ""pilihan_makan"": ""sarapan, makan siang, makan malam, katering"", ""fasilitas"": ""cocok untuk anak-anak, toilet"", ""suasana"": ""nyaman, santai"", ""tipe_pengunjung"": ""berkelompok"", ""perencanaan"": ""menerima reservasi"", ""pembayaran"": ""hanya tunai""}","[""kegiatan"", ""tempat makan""]",-7.94428,110.581,52
53,DolanDeso Boro,https://www.google.com/maps/place/DolanDeso+Boro/data=!4m7!3m6!1s0x2e7af3929186ccd1:0x448ea788bad8cb3e!8m2!3d-7.6984409!4d110.2220666!16s%2Fg%2F11btwrb1zn!19sChIJ0cyGkZLzei4RPsvYuoinjkQ?authuser=0&hl=id&rclk=1,https://lh5.googleusercontent.com/p/AF1QipOQ1VnCwLYcMvXLTypfaBOXkRP44gRkWfW2gnjQ=w424-h240-k-no,4.4,2309.0,"Depok, Banjarasri, Kec. Kalibawang, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55672, Indonesia",Kota Yogyakarta,"{""outbond"": ""285"", ""permainan"": ""78"", ""pedesaan"": ""60"", ""sawah"": ""47"", ""kegiatan"": ""26"", ""pemandu"": ""23"", ""rafting"": ""19"", ""kolam"": ""16"", ""pendopo"": ""15"", ""kelompok"": ""9""}","{""No aksesibilitas"": ""pintu masuk khusus pengguna kursi roda"", ""fasilitas"": ""anjing boleh masuk, ayunan, cocok untuk anak-anak, meja piknik, toilet umum""}","[""kegiatan"", ""tempat wisata""]",-7.69844,110.222,53
54,Kec. Patuk,https://www.google.com/maps/place/Kec.+Patuk/data=!4m7!3m6!1s0x2e7a51fdd0918c25:0x4027a76e352fdd0!8m2!3d-7.8694517!4d110.5195771!16s%2Fg%2F11b_2r7hyz!19sChIJJYyR0P1Rei4R0P1S43Z6AgQ?authuser=0&hl=id&rclk=1,https://lh5.googleusercontent.com/p/AF1QipMyknRymWkZPbu-IJnIJTShuDJoD9DbM7dKWidl=w408-h725-k-no,,,,Kabupaten Gunung Kidul,"{""pemandangan"": ""82"", ""gunung_merapi"": ""52"", ""area"": ""43"", ""rekreasi"": ""35"", ""tambang"": ""20"", ""lahar"": ""15"", ""debit"": ""14"", ""sabo"": ""12"", ""suhu_tubuh"": ""8"", ""1975"": ""8""}",{},['kegiatan'],-7.86945,110.52,54
